ID,Pe_F,Pe_R,Pe_ratio,Span_F,Span_R,Span_ratio,MAG_ID,SLG_ID
k141_262168:41957-41979-42255-42277,24,38,0.61,11,25,0.69,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1121
k141_262168:41957-41979-42255-42277,42,78,0.65,24,42,0.64,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1122
k141_262168:41957-41979-42255-42277,116,8,0.06,64,5,0.07,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1171
k141_262168:41957-41979-42255-42277,0,26,1.0,0,15,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1155.555
k141_262168:41957-41979-42255-42277,18,14,0.44,10,10,0.5,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1123
k141_262168:41957-41979-42255-42277,6,10,0.62,4,9,0.69,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1213
k141_262168:41957-41979-42255-42277,12,20,0.62,7,13,0.65,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1104
k141_262168:41957-41979-42255-42277,20,8,0.29,8,5,0.38,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1007
k141_262168:41957-41979-42255-42277,18,14,0.44,10,9,0.47,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1102
k141_262323:45038-45051-45296-45309,4,20,0.83,2,12,0.86,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1208
k141_262323:45038-45051-45296-45309,2,20,0.91,2,12,0.86,SLG1120_DASTool_bins_SLG1120_bin.75,SLG659
k141_262323:45038-45051-45296-45309,6,26,0.81,2,13,0.87,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1214
k141_262323:45038-45051-45296-45309,10,32,0.76,5,17,0.77,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1123
k141_262323:45038-45051-45296-45309,12,10,0.45,7,9,0.56,SLG1120_DASTool_bins_SLG1120_bin.75,SLG617
k141_262323:45038-45051-45296-45309,2,14,0.88,2,11,0.85,SLG1120_DASTool_bins_SLG1120_bin.75,SLG421
k141_262323:45038-45051-45296-45309,4,46,0.92,4,26,0.87,SLG1120_DASTool_bins_SLG1120_bin.75,SLG937
k141_262323:45038-45051-45296-45309,18,36,0.67,8,22,0.73,SLG1120_DASTool_bins_SLG1120_bin.75,SLG991
k141_262323:45038-45051-45296-45309,2,22,0.92,2,12,0.86,SLG1120_DASTool_bins_SLG1120_bin.75,SLG886
k141_262323:45038-45051-45296-45309,12,10,0.45,8,4,0.33,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1157
k141_262323:45038-45051-45296-45309,6,28,0.82,3,16,0.84,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1133
k141_262323:45038-45051-45296-45309,86,42,0.33,49,20,0.29,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1121
k141_262323:45038-45051-45296-45309,34,30,0.47,20,20,0.5,SLG1120_DASTool_bins_SLG1120_bin.75,SLG889
k141_262323:45038-45051-45296-45309,0,10,1.0,0,7,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1207
k141_262323:45038-45051-45296-45309,2,16,0.89,0,6,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1213
k141_262323:45038-45051-45296-45309,16,32,0.67,9,18,0.67,SLG1120_DASTool_bins_SLG1120_bin.75,SLG658
k141_262323:45038-45051-45296-45309,12,6,0.33,11,5,0.31,SLG1120_DASTool_bins_SLG1120_bin.75,SLG614
k141_262323:45038-45051-45296-45309,30,8,0.21,17,5,0.23,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1102
k141_262323:45038-45051-45296-45309,20,10,0.33,8,5,0.38,SLG1120_DASTool_bins_SLG1120_bin.75,SLG777
k141_262323:45038-45051-45296-45309,0,66,1.0,0,40,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1103
k141_262323:45038-45051-45296-45309,4,40,0.91,2,19,0.9,SLG1120_DASTool_bins_SLG1120_bin.75,SLG711
k141_262323:45038-45051-45296-45309,20,36,0.64,10,20,0.67,SLG1120_DASTool_bins_SLG1120_bin.75,SLG530
k141_262323:45038-45051-45296-45309,32,12,0.27,18,6,0.25,SLG1120_DASTool_bins_SLG1120_bin.75,SLG529
k141_262323:45038-45051-45296-45309,2,22,0.92,1,13,0.93,SLG1120_DASTool_bins_SLG1120_bin.75,SLG943
k141_262323:45038-45051-45296-45309,38,90,0.7,19,48,0.72,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1122
k141_262323:45038-45051-45296-45309,70,18,0.2,45,8,0.15,SLG1120_DASTool_bins_SLG1120_bin.75,SLG657
k141_262323:45038-45051-45296-45309,44,32,0.42,22,19,0.46,SLG1120_DASTool_bins_SLG1120_bin.75,SLG442
k141_262323:45038-45051-45296-45309,0,60,1.0,0,30,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1104
k141_262323:45038-45051-45296-45309,20,8,0.29,12,5,0.29,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1120
k141_262323:45038-45051-45296-45309,12,44,0.79,6,31,0.84,SLG1120_DASTool_bins_SLG1120_bin.75,SLG424
k141_262323:45038-45051-45296-45309,0,24,1.0,0,14,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG941
k141_262323:45038-45051-45296-45309,30,36,0.55,16,21,0.57,SLG1120_DASTool_bins_SLG1120_bin.75,SLG776
k141_262323:45038-45051-45296-45309,4,16,0.8,2,10,0.83,SLG1120_DASTool_bins_SLG1120_bin.75,SLG887
k141_262323:45038-45051-45296-45309,12,38,0.76,6,24,0.8,SLG1120_DASTool_bins_SLG1120_bin.75,SLG653
k141_262323:45038-45051-45296-45309,4,8,0.67,2,4,0.67,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1206
k141_262323:45038-45051-45296-45309,14,48,0.77,8,32,0.8,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1216
k141_262323:45038-45051-45296-45309,10,6,0.38,5,4,0.44,SLG1120_DASTool_bins_SLG1120_bin.75,SLG595
k141_262323:45038-45051-45296-45309,22,24,0.52,11,16,0.59,SLG1120_DASTool_bins_SLG1120_bin.75,SLG326B
k141_262323:45038-45051-45296-45309,6,24,0.8,2,13,0.87,SLG1120_DASTool_bins_SLG1120_bin.75,SLG222
k141_262323:45038-45051-45296-45309,6,52,0.9,4,28,0.88,SLG1120_DASTool_bins_SLG1120_bin.75,SLG938
k141_262323:45038-45051-45296-45309,4,8,0.67,1,5,0.83,SLG1120_DASTool_bins_SLG1120_bin.75,SLG656
k141_262323:45038-45051-45296-45309,0,38,1.0,0,19,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1007
k141_262323:45038-45051-45296-45309,34,12,0.26,21,6,0.22,SLG1120_DASTool_bins_SLG1120_bin.75,SLG193
k141_262323:45038-45051-45296-45309,38,20,0.34,21,12,0.36,SLG1120_DASTool_bins_SLG1120_bin.75,SLG654
k141_262323:45038-45051-45296-45309,52,38,0.42,26,24,0.48,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1205
k141_262323:45038-45051-45296-45309,18,106,0.85,9,68,0.88,SLG1120_DASTool_bins_SLG1120_bin.75,SLG939
k141_262323:45038-45051-45296-45309,14,20,0.59,7,14,0.67,SLG1120_DASTool_bins_SLG1120_bin.75,SLG422
k141_262323:45038-45051-45296-45309,22,10,0.31,14,7,0.33,SLG1120_DASTool_bins_SLG1120_bin.75,SLG220
k141_262323:45038-45051-45296-45309,0,10,1.0,0,5,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG443
k141_262323:45038-45051-45296-45309,14,94,0.87,7,54,0.89,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1171
k141_262323:45038-45051-45296-45309,0,24,1.0,0,18,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG620
k141_262323:45038-45051-45296-45309,0,24,1.0,0,15,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG192
k141_262323:45038-45051-45296-45309,0,76,1.0,0,52,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1173
k141_262323:45038-45051-45296-45309,18,8,0.31,12,7,0.37,SLG1120_DASTool_bins_SLG1120_bin.75,SLG709
k141_262323:45038-45051-45296-45309,68,24,0.26,35,13,0.27,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1156
k141_262323:45038-45051-45296-45309,22,10,0.31,9,4,0.31,SLG1120_DASTool_bins_SLG1120_bin.75,SLG942
k141_262323:45038-45051-45296-45309,8,10,0.56,3,6,0.67,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1010
k141_262323:45038-45051-45296-45309,20,128,0.86,10,78,0.89,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1215
k141_27075:2092-2112-2783-2803,14,22,0.61,7,10,0.59,SLG1208_DASTool_bins_74_sub,SLG1207
k141_27075:2092-2112-2783-2803,16,18,0.53,9,11,0.55,SLG1208_DASTool_bins_74_sub,SLG1208
k141_27075:2092-2112-2783-2803,14,20,0.59,7,11,0.61,SLG1208_DASTool_bins_74_sub,SLG1216
k141_27075:2092-2112-2783-2803,26,30,0.54,14,17,0.55,SLG1208_DASTool_bins_74_sub,SLG1215
k141_27075:2092-2112-2783-2803,8,38,0.83,5,17,0.77,SLG1208_DASTool_bins_74_sub,SLG1171
k141_27075:2092-2112-2783-2803,10,8,0.44,5,6,0.55,SLG1208_DASTool_bins_74_sub,SLG1173
k141_27075:2092-2112-2783-2803,10,16,0.62,6,8,0.57,SLG1208_DASTool_bins_74_sub,SLG1105
k141_27075:2092-2112-2783-2803,4,10,0.71,3,5,0.62,SLG1208_DASTool_bins_74_sub,SLG1156
k141_27075:2092-2112-2783-2803,2,12,0.86,2,8,0.8,SLG1208_DASTool_bins_74_sub,SLG778
k141_27075:2092-2112-2783-2803,6,20,0.77,4,8,0.67,SLG1208_DASTool_bins_74_sub,SLG618
k141_282588:535-553-795-813,2,12,0.86,1,8,0.89,SLG421_DASTool_bins_143,SLG529
k141_282588:535-553-795-813,2,16,0.89,1,4,0.8,SLG421_DASTool_bins_143,SLG326B
k141_282588:535-553-795-813,2,12,0.86,1,9,0.9,SLG421_DASTool_bins_143,SLG194
k141_282588:535-553-795-813,2,30,0.94,2,17,0.89,SLG421_DASTool_bins_143,SLG220
k141_282588:535-553-795-813,0,12,1.0,0,9,1.0,SLG421_DASTool_bins_143,SLG615
k141_282588:535-553-795-813,2,12,0.86,1,5,0.83,SLG421_DASTool_bins_143,SLG1155.555
k141_282588:535-553-795-813,2,18,0.9,1,9,0.9,SLG421_DASTool_bins_143,SLG191
k141_282588:535-553-795-813,0,8,1.0,0,7,1.0,SLG421_DASTool_bins_143,SLG938
k141_282588:535-553-795-813,0,10,1.0,0,6,1.0,SLG421_DASTool_bins_143,SLG219
k141_282588:535-553-795-813,0,6,1.0,0,4,1.0,SLG421_DASTool_bins_143,SLG778
k141_282588:535-553-795-813,0,16,1.0,0,9,1.0,SLG421_DASTool_bins_143,SLG776
k141_282588:535-553-795-813,4,16,0.8,3,7,0.7,SLG421_DASTool_bins_143,SLG441
k141_282588:535-553-795-813,0,14,1.0,0,7,1.0,SLG421_DASTool_bins_143,SLG617
k141_282588:535-553-795-813,4,10,0.71,3,5,0.62,SLG421_DASTool_bins_143,SLG657
k141_282588:535-553-795-813,4,14,0.78,2,8,0.8,SLG421_DASTool_bins_143,SLG1008
k141_282588:535-553-795-813,4,8,0.67,2,6,0.75,SLG421_DASTool_bins_143,SLG710
k141_285148:7757-7780-7870-7893,2,6,0.75,1,5,0.83,SLG421_DASTool_bins_17_sub,SLG1008
k141_285148:7757-7780-7870-7893,2,6,0.75,1,4,0.8,SLG421_DASTool_bins_17_sub,SLG658
k141_285148:7757-7780-7870-7893,2,8,0.8,1,7,0.88,SLG421_DASTool_bins_17_sub,SLG776
k141_285148:7757-7780-7870-7893,2,6,0.75,1,4,0.8,SLG421_DASTool_bins_17_sub,SLG617
k141_285148:7757-7780-7870-7893,2,10,0.83,1,5,0.83,SLG421_DASTool_bins_17_sub,SLG194
k141_28839:3972-3987-4068-4083,2,6,0.75,2,4,0.67,SLG422_DASTool_bins_SLG422_bin.4,SLG620
k141_292563:122-140-725-743,0,64,1.0,0,32,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG889
k141_292563:122-140-725-743,22,28,0.56,11,14,0.56,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1216
k141_292563:122-140-725-743,140,10,0.07,87,5,0.05,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1215
k141_292563:122-140-725-743,2,24,0.92,0,14,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG992
k141_292563:122-140-725-743,68,8,0.11,43,4,0.09,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1156
k141_292563:122-140-725-743,86,38,0.31,56,19,0.25,SLG1120_DASTool_bins_SLG1120_bin.75,SLG939
k141_292563:122-140-725-743,8,8,0.5,5,8,0.62,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1157
k141_292563:122-140-725-743,14,10,0.42,5,5,0.5,SLG1120_DASTool_bins_SLG1120_bin.75,SLG659
k141_292563:122-140-725-743,14,36,0.72,9,21,0.7,SLG1120_DASTool_bins_SLG1120_bin.75,SLG711
k141_292563:122-140-725-743,52,8,0.13,29,5,0.15,SLG1120_DASTool_bins_SLG1120_bin.75,SLG991
k141_292563:122-140-725-743,42,34,0.45,25,24,0.49,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1122
k141_292563:122-140-725-743,100,8,0.07,56,4,0.07,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1171
k141_29342:110342-110354-110460-110472,54,8,0.13,28,4,0.12,SLG594_DASTool_bins_SLG594_bin.002_sub,SLG596
k141_29465:54758-54787-54871-54900,6,16,0.73,4,10,0.71,SLG191_DASTool_bins_89,SLG595
k141_29465:54758-54787-54871-54900,16,12,0.43,12,10,0.45,SLG191_DASTool_bins_89,SLG614
k141_29465:54758-54787-54871-54900,72,8,0.1,46,5,0.1,SLG191_DASTool_bins_89,SLG192
k141_29465:54758-54787-54871-54900,36,12,0.25,25,11,0.31,SLG191_DASTool_bins_89,SLG615
k141_29465:54758-54787-54871-54900,10,22,0.69,6,14,0.7,SLG191_DASTool_bins_89,SLG1007
k141_29465:54758-54787-54871-54900,6,8,0.57,4,5,0.56,SLG191_DASTool_bins_89,SLG444
k141_29465:54758-54787-54871-54900,16,22,0.58,5,16,0.76,SLG191_DASTool_bins_89,SLG613
k141_29465:54758-54787-54871-54900,48,28,0.37,32,19,0.37,SLG191_DASTool_bins_89,SLG424
k141_29465:54758-54787-54871-54900,26,6,0.19,21,6,0.22,SLG191_DASTool_bins_89,SLG710
k141_29465:54758-54787-54871-54900,16,18,0.53,14,14,0.5,SLG191_DASTool_bins_89,SLG657
k141_29465:54758-54787-54871-54900,10,6,0.38,7,4,0.36,SLG191_DASTool_bins_89,SLG653
k141_29465:54758-54787-54871-54900,16,12,0.43,8,11,0.58,SLG191_DASTool_bins_89,SLG617
k141_29465:54758-54787-54871-54900,20,10,0.33,11,7,0.39,SLG191_DASTool_bins_89,SLG620
k141_29465:54758-54787-54871-54900,56,8,0.12,36,6,0.14,SLG191_DASTool_bins_89,SLG886
k141_29465:54758-54787-54871-54900,48,8,0.14,36,8,0.18,SLG191_DASTool_bins_89,SLG777
k141_29465:54758-54787-54871-54900,112,20,0.15,93,13,0.12,SLG191_DASTool_bins_89,SLG776
k141_29465:54758-54787-54871-54900,20,10,0.33,14,9,0.39,SLG191_DASTool_bins_89,SLG941
k141_29465:54758-54787-54871-54900,40,6,0.13,27,6,0.18,SLG191_DASTool_bins_89,SLG942
k141_29846:130-154-426-450,2,6,0.75,1,4,0.8,SLG421_DASTool_bins_82,SLG659
k141_29846:130-154-426-450,0,12,1.0,0,7,1.0,SLG421_DASTool_bins_82,SLG443
k141_29846:130-154-426-450,0,12,1.0,0,7,1.0,SLG421_DASTool_bins_82,SLG595
k141_29846:130-154-426-450,0,8,1.0,0,5,1.0,SLG421_DASTool_bins_82,SLG1121
k141_29846:130-154-426-450,0,8,1.0,0,5,1.0,SLG421_DASTool_bins_82,SLG615
k141_29846:130-154-426-450,0,8,1.0,0,4,1.0,SLG421_DASTool_bins_82,SLG888
k141_29846:130-154-426-450,0,18,1.0,0,11,1.0,SLG421_DASTool_bins_82,SLG1214
k141_29846:130-154-426-450,0,8,1.0,0,5,1.0,SLG421_DASTool_bins_82,SLG886
k141_29846:130-154-426-450,0,10,1.0,0,6,1.0,SLG421_DASTool_bins_82,SLG444
k141_29846:130-154-426-450,2,10,0.83,2,5,0.71,SLG421_DASTool_bins_82,SLG219
k141_29846:130-154-426-450,0,8,1.0,0,4,1.0,SLG421_DASTool_bins_82,SLG194
k141_29846:130-154-426-450,0,12,1.0,0,7,1.0,SLG421_DASTool_bins_82,SLG529
k141_29915:45757-45784-45887-45914,26,12,0.32,19,7,0.27,SLG1105_DASTool_bins_SLG1105_bin.71_sub,SLG221
k141_30140:26902-26915-27162-27175,12,10,0.45,7,5,0.42,SLG221_DASTool_bins_41,SLG1172
k141_30280:40098-40117-40248-40267,0,6,1.0,0,6,1.0,SLG221_DASTool_bins_41,SLG1009
k141_30280:40098-40117-40248-40267,16,44,0.73,12,35,0.74,SLG221_DASTool_bins_41,SLG659
k141_30280:40098-40117-40248-40267,66,16,0.2,41,9,0.18,SLG221_DASTool_bins_41,SLG422
k141_30280:40098-40117-40248-40267,28,18,0.39,19,17,0.47,SLG221_DASTool_bins_41,SLG1104
k141_30280:40098-40117-40248-40267,82,8,0.09,53,5,0.09,SLG221_DASTool_bins_41,SLG615
k141_30280:40098-40117-40248-40267,84,66,0.44,56,36,0.39,SLG221_DASTool_bins_41,SLG655
k141_30280:40098-40117-40248-40267,64,18,0.22,51,10,0.16,SLG221_DASTool_bins_41,SLG940
k141_30280:40098-40117-40248-40267,20,36,0.64,13,20,0.61,SLG221_DASTool_bins_41,SLG1105
k141_30280:40098-40117-40248-40267,0,6,1.0,0,5,1.0,SLG221_DASTool_bins_41,SLG1103
k141_30280:40098-40117-40248-40267,2,18,0.9,1,12,0.92,SLG221_DASTool_bins_41,SLG657
k141_30280:40098-40117-40248-40267,18,24,0.57,11,13,0.54,SLG221_DASTool_bins_41,SLG709
k141_30280:40098-40117-40248-40267,40,22,0.35,26,16,0.38,SLG221_DASTool_bins_41,SLG778
k141_30280:40098-40117-40248-40267,14,10,0.42,7,6,0.46,SLG221_DASTool_bins_41,SLG222
k141_30280:40098-40117-40248-40267,42,24,0.36,27,19,0.41,SLG221_DASTool_bins_41,SLG779
k141_30280:40098-40117-40248-40267,16,16,0.5,10,8,0.44,SLG221_DASTool_bins_41,SLG777
k141_30280:40098-40117-40248-40267,20,54,0.73,11,33,0.75,SLG221_DASTool_bins_41,SLG888
k141_30280:40098-40117-40248-40267,22,32,0.59,14,21,0.6,SLG221_DASTool_bins_41,SLG712
k141_30280:40098-40117-40248-40267,4,14,0.78,2,11,0.85,SLG221_DASTool_bins_41,SLG886
k141_30280:40098-40117-40248-40267,52,54,0.51,33,34,0.51,SLG221_DASTool_bins_41,SLG889
k141_30280:40098-40117-40248-40267,32,14,0.3,26,9,0.26,SLG221_DASTool_bins_41,SLG711
k141_30280:40098-40117-40248-40267,16,34,0.68,10,22,0.69,SLG221_DASTool_bins_41,SLG710
k141_30280:40098-40117-40248-40267,50,40,0.44,30,26,0.46,SLG221_DASTool_bins_41,SLG1213
k141_30280:40098-40117-40248-40267,56,20,0.26,35,13,0.27,SLG221_DASTool_bins_41,SLG660
k141_30280:40098-40117-40248-40267,36,6,0.14,21,4,0.16,SLG221_DASTool_bins_41,SLG326B
k141_30280:40098-40117-40248-40267,20,30,0.6,12,18,0.6,SLG221_DASTool_bins_41,SLG992
k141_30280:40098-40117-40248-40267,10,20,0.67,5,12,0.71,SLG221_DASTool_bins_41,SLG937
k141_30280:40098-40117-40248-40267,4,10,0.71,3,5,0.62,SLG221_DASTool_bins_41,SLG1208
k141_30280:40098-40117-40248-40267,72,44,0.38,42,25,0.37,SLG221_DASTool_bins_41,SLG613
k141_30280:40098-40117-40248-40267,22,10,0.31,12,5,0.29,SLG221_DASTool_bins_41,SLG776
k141_30280:40098-40117-40248-40267,4,10,0.71,3,7,0.7,SLG221_DASTool_bins_41,SLG1215
k141_30280:40098-40117-40248-40267,4,6,0.6,3,6,0.67,SLG221_DASTool_bins_41,SLG1155.554
k141_30280:40098-40117-40248-40267,2,10,0.83,1,5,0.83,SLG221_DASTool_bins_41,SLG658
k141_30280:40098-40117-40248-40267,0,6,1.0,0,5,1.0,SLG221_DASTool_bins_41,SLG1171
k141_30280:40098-40117-40248-40267,6,46,0.88,5,27,0.84,SLG221_DASTool_bins_41,SLG594
k141_30280:40098-40117-40248-40267,16,48,0.75,9,32,0.78,SLG221_DASTool_bins_41,SLG191
k141_30280:40098-40117-40248-40267,12,34,0.74,7,23,0.77,SLG221_DASTool_bins_41,SLG593
k141_30280:40098-40117-40248-40267,40,12,0.23,23,8,0.26,SLG221_DASTool_bins_41,SLG1216
k141_30280:40098-40117-40248-40267,2,8,0.8,1,4,0.8,SLG221_DASTool_bins_41,SLG1172
k141_30280:40098-40117-40248-40267,18,22,0.55,14,15,0.52,SLG221_DASTool_bins_41,SLG1122
k141_30280:40098-40117-40248-40267,14,12,0.46,10,9,0.47,SLG221_DASTool_bins_41,SLG1214
k141_30280:40098-40117-40248-40267,4,14,0.78,3,10,0.77,SLG221_DASTool_bins_41,SLG1133
k141_30280:40098-40117-40248-40267,6,8,0.57,3,6,0.67,SLG221_DASTool_bins_41,SLG441
k141_30280:40098-40117-40248-40267,2,10,0.83,1,6,0.86,SLG221_DASTool_bins_41,SLG1155.555
k141_30280:40098-40117-40248-40267,0,10,1.0,0,5,1.0,SLG221_DASTool_bins_41,SLG220
k141_30280:40098-40117-40248-40267,44,14,0.24,27,8,0.23,SLG221_DASTool_bins_41,SLG614
k141_30280:40098-40117-40248-40267,50,12,0.19,31,6,0.16,SLG221_DASTool_bins_41,SLG944
k141_30280:40098-40117-40248-40267,10,16,0.62,6,12,0.67,SLG221_DASTool_bins_41,SLG219
k141_30280:40098-40117-40248-40267,12,16,0.57,8,9,0.53,SLG221_DASTool_bins_41,SLG1156
k141_30280:40098-40117-40248-40267,20,6,0.23,14,4,0.22,SLG221_DASTool_bins_41,SLG442
k141_30280:40098-40117-40248-40267,4,10,0.71,1,6,0.86,SLG221_DASTool_bins_41,SLG1123
k141_30280:40098-40117-40248-40267,18,16,0.47,11,10,0.48,SLG221_DASTool_bins_41,SLG1010
k141_30280:40098-40117-40248-40267,2,12,0.86,1,9,0.9,SLG221_DASTool_bins_41,SLG1121
k141_30280:40098-40117-40248-40267,2,16,0.89,2,10,0.83,SLG221_DASTool_bins_41,SLG596
k141_30280:40739-40755-40869-40885,10,22,0.69,6,13,0.68,SLG221_DASTool_bins_41,SLG1156
k141_30280:40739-40755-40869-40885,6,6,0.5,3,5,0.62,SLG221_DASTool_bins_41,SLG1133
k141_30280:40739-40755-40869-40885,18,12,0.4,12,10,0.45,SLG221_DASTool_bins_41,SLG221
k141_30280:40739-40755-40869-40885,42,36,0.46,31,23,0.43,SLG221_DASTool_bins_41,SLG1213
k141_30280:40739-40755-40869-40885,46,6,0.12,37,4,0.1,SLG221_DASTool_bins_41,SLG888
k141_30280:40739-40755-40869-40885,38,14,0.27,23,10,0.3,SLG221_DASTool_bins_41,SLG778
k141_30280:40739-40755-40869-40885,2,10,0.83,2,7,0.78,SLG221_DASTool_bins_41,SLG1132
k141_30280:40739-40755-40869-40885,22,22,0.5,7,12,0.63,SLG221_DASTool_bins_41,SLG191
k141_30280:40739-40755-40869-40885,36,78,0.68,23,45,0.66,SLG221_DASTool_bins_41,SLG889
k141_30280:40739-40755-40869-40885,16,22,0.58,10,16,0.62,SLG221_DASTool_bins_41,SLG992
k141_30280:40739-40755-40869-40885,34,30,0.47,22,21,0.49,SLG221_DASTool_bins_41,SLG1216
k141_30280:40739-40755-40869-40885,10,8,0.44,7,6,0.46,SLG221_DASTool_bins_41,SLG939
k141_30280:40739-40755-40869-40885,2,8,0.8,1,6,0.86,SLG221_DASTool_bins_41,SLG943
k141_30280:40739-40755-40869-40885,6,10,0.62,3,8,0.73,SLG221_DASTool_bins_41,SLG938
k141_30280:40739-40755-40869-40885,12,30,0.71,5,19,0.79,SLG221_DASTool_bins_41,SLG1010
k141_30280:40739-40755-40869-40885,14,10,0.42,9,7,0.44,SLG221_DASTool_bins_41,SLG193
k141_30280:40739-40755-40869-40885,52,30,0.37,32,19,0.37,SLG221_DASTool_bins_41,SLG940
k141_30280:40739-40755-40869-40885,6,10,0.62,6,9,0.6,SLG221_DASTool_bins_41,SLG1105
k141_30280:40739-40755-40869-40885,10,14,0.58,6,9,0.6,SLG221_DASTool_bins_41,SLG219
k141_30280:40739-40755-40869-40885,0,6,1.0,0,5,1.0,SLG221_DASTool_bins_41,SLG1215
k141_30280:40739-40755-40869-40885,6,6,0.5,6,4,0.4,SLG221_DASTool_bins_41,SLG1163
k141_30280:40739-40755-40869-40885,2,8,0.8,1,6,0.86,SLG221_DASTool_bins_41,SLG194
k141_30280:40739-40755-40869-40885,12,26,0.68,7,11,0.61,SLG221_DASTool_bins_41,SLG944
k141_30280:40739-40755-40869-40885,10,10,0.5,10,5,0.33,SLG221_DASTool_bins_41,SLG887
k141_30280:40739-40755-40869-40885,92,34,0.27,65,25,0.28,SLG221_DASTool_bins_41,SLG655
k141_30280:40739-40755-40869-40885,60,30,0.33,43,20,0.32,SLG221_DASTool_bins_41,SLG613
k141_30280:40739-40755-40869-40885,20,62,0.76,11,39,0.78,SLG221_DASTool_bins_41,SLG422
k141_30280:40739-40755-40869-40885,12,16,0.57,9,12,0.57,SLG221_DASTool_bins_41,SLG656
k141_30280:40739-40755-40869-40885,22,30,0.58,15,15,0.5,SLG221_DASTool_bins_41,SLG614
k141_30280:40739-40755-40869-40885,2,34,0.94,1,25,0.96,SLG221_DASTool_bins_41,SLG595
k141_30280:40739-40755-40869-40885,6,10,0.62,5,7,0.58,SLG221_DASTool_bins_41,SLG421
k141_30280:40739-40755-40869-40885,18,26,0.59,13,22,0.63,SLG221_DASTool_bins_41,SLG776
k141_30280:40739-40755-40869-40885,2,8,0.8,2,6,0.75,SLG221_DASTool_bins_41,SLG443
k141_30280:40739-40755-40869-40885,4,8,0.67,3,6,0.67,SLG221_DASTool_bins_41,SLG1172
k141_30280:40739-40755-40869-40885,20,12,0.38,14,11,0.44,SLG221_DASTool_bins_41,SLG593
k141_30280:40739-40755-40869-40885,20,8,0.29,13,8,0.38,SLG221_DASTool_bins_41,SLG594
k141_30280:40739-40755-40869-40885,4,6,0.6,4,4,0.5,SLG221_DASTool_bins_41,SLG658
k141_30280:40739-40755-40869-40885,24,18,0.43,18,15,0.45,SLG221_DASTool_bins_41,SLG1122
k141_30280:40739-40755-40869-40885,20,12,0.38,12,5,0.29,SLG221_DASTool_bins_41,SLG441
k141_30280:40739-40755-40869-40885,6,10,0.62,4,10,0.71,SLG221_DASTool_bins_41,SLG1121
k141_30280:40739-40755-40869-40885,4,8,0.67,2,7,0.78,SLG221_DASTool_bins_41,SLG442
k141_30280:40739-40755-40869-40885,8,8,0.5,5,5,0.5,SLG221_DASTool_bins_41,SLG618
k141_30280:40739-40755-40869-40885,8,24,0.75,6,18,0.75,SLG221_DASTool_bins_41,SLG711
k141_30280:40739-40755-40869-40885,68,20,0.23,51,10,0.16,SLG221_DASTool_bins_41,SLG712
k141_30280:40739-40755-40869-40885,34,16,0.32,22,11,0.33,SLG221_DASTool_bins_41,SLG710
k141_30280:40739-40755-40869-40885,4,10,0.71,3,8,0.73,SLG221_DASTool_bins_41,SLG222
