MAG_ID	Species
MGYG000003452	Bifidobacterium ruminantium
MGYG000003454	WG-1 sp900539665
MGYG000003455	UBA71 sp900767505
MGYG000003456	UMGS1865 sp900547725
MGYG000003457	UBA9732 sp001940825
MGYG000003458	CAG-127 sp900767585
MGYG000003459	HGM11367 sp900767835
MGYG000003460	Prevotellamassilia sp900546605
MGYG000003461	Prevotella sp900553595
MGYG000003462	Collinsella sp900767675
MGYG000003463	Succinivibrio sp900767695
MGYG000003464	HGM11372 sp900767715
MGYG000003465	CAG-841 sp900544285
MGYG000003466	Treponema_D sp900767955
MGYG000003468	UMGS1883 sp900768005
MGYG000003469	Alistipes sp900768015
MGYG000003471	UBA737 sp900768035
MGYG000003472	Alistipes sp900768045
MGYG000003473	UBA6857 sp900768075
MGYG000003475	Selenomonas_A sp900769615
MGYG000003476	UBA7642 sp900549915
MGYG000003477	Acidaminococcus timonensis
MGYG000003479	CAG-312 sp900548275
MGYG000003481	CAG-269 sp003525075
MGYG000003482	Selenomonas_C bovis
MGYG000003483	RUG572 sp900547945
MGYG000003484	RUG806 sp900313475
MGYG000003485	HGM11367 sp900768425
MGYG000003486	CAG-95 sp000436115
MGYG000003488	CAG-488 sp900554995
MGYG000003489	Prevotellamassilia sp900768625
MGYG000003491	UBA2804 sp900768635
MGYG000003493	Prevotella sp002299275
MGYG000003494	Ruminiclostridium_E sp900768735
MGYG000003496	CAG-115 sp900768705
MGYG000003497	RF16 sp900768725
MGYG000003498	UBA7173 sp900768685
MGYG000003500	Butyrivibrio_A sp900768755
MGYG000003501	UBA7001 sp900768805
MGYG000003503	UBA11475 sp003538975
MGYG000003504	CAG-1435 sp003537755
MGYG000003505	CAG-977 sp900768845
MGYG000003507	UBA733 sp900767825
MGYG000003508	UBA7597 sp003448195
MGYG000003511	SFVR01 sp900769035
MGYG000003512	UBA11524 sp900769075
MGYG000003513	Prevotella sp900769055
MGYG000003514	Fibrobacter_A intestinalis
MGYG000003515	Prevotella sp900769275
MGYG000003516	Methanobrevibacter_A sp900769095
MGYG000003517	UBA3766 sp900769175
MGYG000003518	CAG-1000 sp004552445
MGYG000003520	RC9 sp900769145
MGYG000003521	Parabacteroides sp900770835
MGYG000003523	CAG-475 sp900769205
MGYG000003525	RC9 sp004556005
MGYG000003528	CAAGGB01 sp900769285
MGYG000003529	SFLA01 sp004553575
MGYG000003530	RC9 sp004554455
MGYG000003532	W0P28-013 sp004557405
MGYG000003533	SFTJ01 sp900769345
MGYG000003534	Treponema_D sp900769325
MGYG000003535	Prevotella sp004556065
MGYG000003538	UBA737 sp900769375
MGYG000003539	Alistipes sp900769405
MGYG000003540	UBA1232 sp900769385
MGYG000003542	Alistipes sp900769445
MGYG000003543.1	HGM04593 sp900769465
MGYG000003544	Alistipes sp900769525
MGYG000003546	UBA1181 sp900769555
MGYG000003547	UMGS1976 sp900769535
MGYG000003548	QALS01 sp900769545
MGYG000003549	UBA1259 sp900769565
MGYG000003550	Clostridium sp900769625
MGYG000003551	Zag1 sp900769645
MGYG000003552	CAG-127 sp900539705
MGYG000003553	HGM05376 sp900769785
MGYG000003554	UBA1232 sp900769735
MGYG000003555	SFWF01 sp900769775
MGYG000003556	Alistipes sp900769745
MGYG000003558	UMGS1322 sp900769815
MGYG000003559	HGM04593 sp900769765
MGYG000003560	UMGS1820 sp900769795
MGYG000003561	CAG-110 sp900769835
MGYG000003563	CAG-831 sp900769885
MGYG000003564	UBA1232 sp004561775
MGYG000003565	UBA3388 sp004551865
MGYG000003566	F082 sp900769945
MGYG000003567	Spiro-01 sp900769955
MGYG000003568	HGM10890 sp900769965
MGYG000003569	Treponema_D sp900769975
MGYG000003570	Treponema_D sp900769985
MGYG000003571	CAG-110 sp900769995
MGYG000003572	Prevotella sp900770025
MGYG000003573	RC9 sp900769905
MGYG000003574	CAG-110 sp900770015
MGYG000003575	Treponema_D sp900770075
MGYG000003577	Anaeroplasma sp900770055
MGYG000003580	UMGS687 sp900551705
MGYG000003581	HGM12814 sp900770165
MGYG000003582	Firm-07 sp900770145
MGYG000003583	Ruminococcus_C sp900770195
MGYG000003584	HGM11412 sp900770185
MGYG000003585	Acidaminococcus sp900770265
MGYG000003587	Ruminococcus_D sp900770285
MGYG000003589	Dysosmobacter sp900770295
MGYG000003590	Sodaliphilus sp900770215
MGYG000003591	CAG-177 sp900770255
MGYG000003592	Helicobacter_F sp002287135
MGYG000003593	Enterocloster sp900770345
MGYG000003594	RUG12045 sp900770325
MGYG000003595	HGM11525 sp900770405
MGYG000003596	UMGS2070 sp900557655
MGYG000003597	Oribacterium sp900770445
MGYG000003601	HGM12713 sp900770605
MGYG000003603	UBA3388 sp002358835
MGYG000003604	Alistipes sp900770585
MGYG000003605.1	Alistipes sp900770635
MGYG000003606	HGM10611 sp900770645
MGYG000003607	HGM04593 sp900770655
MGYG000003608	UBA4372 sp900770805
MGYG000003609	UBA1259 sp900770685
MGYG000003610	HGM04593 sp900770665
MGYG000003611	HGM04792 sp900770705
MGYG000003612	Succinivibrio sp900770725
MGYG000003613	SFDP01 sp004558185
MGYG000003614	Prevotellamassilia sp004552865
MGYG000003615	CAG-791 sp900315055
MGYG000003617	Helicobacter_D sp900770765
MGYG000003619	SFDP01 sp900770785
MGYG000003620	Bulleidia massiliensis_B
MGYG000003621	Succinivibrio sp003456415
MGYG000003622	Prevotella sp900770845
MGYG000003624	Olsenella_B sp900770865
MGYG000003625	UBA2913 sp900770895
MGYG000003626	RC9 sp900771005
MGYG000003628	RUG420 sp900771085
MGYG000003630	F082 sp900771045
MGYG000003632	Acinetobacter sp900771065
MGYG000003634	SFVR01 sp900771035
MGYG000003636	UBA1724 sp900771165
MGYG000003637	W0P29-029 sp004558035
MGYG000003638	Prevotellamassilia sp004557035
MGYG000003640	Butyrivibrio_A sp900771195
MGYG000003641	CAG-177 sp900771185
MGYG000003642	RUG572 sp900771305
MGYG000003643	W1P29-020 sp900771325
MGYG000003645	CAG-831 sp900771335
MGYG000003646	UBA1259 sp900771345
MGYG000003648	NK4A136 sp002314855
MGYG000003649	UBA1711 sp900771365
MGYG000003650	UBA1786 sp900771425
MGYG000003651	RF16 sp900767595
MGYG000003652	Rs-D84 sp900550495
MGYG000003653	Catenibacterium sp900540685
MGYG000003654	F082 sp900542475
MGYG000003655	Mitsuokella sp900552565
MGYG000003656	UBA1417 sp003531055
MGYG000003657	Collinsella sp900552875
MGYG000003658	CAG-110 sp900546915
MGYG000003659	CAG-594 sp900771805
MGYG000003660	Rs-D84 sp900550565
MGYG000003661	Acetatifactor sp900554205
MGYG000003662	Prevotella sp900771975
MGYG000003663	CAG-1000 sp900556025
MGYG000003664	CAG-170 sp900751035
MGYG000003665	HGM10836 sp900772095
MGYG000003667	UMGS1491 sp900554335
MGYG000003668	UBA1777 sp900549485
MGYG000003669	UMGS1933 sp900772235
MGYG000003671	HGM10818 sp900772445
MGYG000003672	CAG-594 sp900772415
MGYG000003674	Prevotellamassilia sp900772575
MGYG000003675	Faecalibacterium sp900551435
MGYG000003676	Fusicatenibacter sp900772675
MGYG000003677	HGM11368 sp900772745
MGYG000003678	CAG-95 sp900553305
MGYG000003679	Treponema_D sp002449305
MGYG000003680	Prevotella sp000433175
MGYG000003681	Bacteroides stercoris
MGYG000003682	Ruthenibacterium lactatiformans
MGYG000003683	Bifidobacterium pseudocatenulatum
MGYG000003684	Eisenbergiella massiliensis
MGYG000003685	Collinsella sp003438495
MGYG000003686	ER4 sp000765235
MGYG000003687	Paenibacillus polymyxa
MGYG000003688	Collinsella sp003437035
MGYG000003689	Faecalicoccus sp900546545
MGYG000003690	Lactobacillus gasseri
MGYG000003691	Prevotella disiens
MGYG000003692	Collinsella sp003439125
MGYG000003693	Phocaeicola plebeius_A
MGYG000003694	Agathobacter faecis
MGYG000003695	Ruminococcus_A sp003011855
MGYG000003696	Collinsella sp003436275
MGYG000003697	Prevotella copri_A
MGYG000003699	Holdemanella sp003436425
MGYG000003700	Collinsella sp900546115
MGYG000003701	Parabacteroides sp003480915
MGYG000003702	Eisenbergiella sp900066775
MGYG000003703	Collinsella sp003466125
MGYG000003704	UBA4877 sp002399345
MGYG000003705	Garciella sp900555725
MGYG000003706	An181 sp002160325
MGYG000003708	Sedimentibacter sp003457065
MGYG000003709	Enterococcus_A devriesei
MGYG000003710	Loigolactobacillus coryniformis
MGYG000003711	Stenotrophomonas maltophilia_AQ
MGYG000003712	Serratia liquefaciens
MGYG000003713	Campylobacter_B sp900539505
MGYG000003714	Enterococcus_A gilvus
MGYG000003715	Muricomes sp900604355
MGYG000003718	S5-A14a sp900553025
MGYG000003721	Peptoniphilus_C urinimassiliensis
MGYG000003722	Jonquetella anthropi
MGYG000003725	Bifidobacterium vaginale
MGYG000003726	S5-A14a sp000758905
MGYG000003727	Peptoniphilus_A lacrimalis
MGYG000003729	Peptostreptococcus sp000758885
MGYG000003730	Bifidobacterium vaginale_E
MGYG000003731	Prevotella amnii
MGYG000003733	Bradyrhizobium sp003020075
MGYG000003734	Afipia broomeae
MGYG000003736	Cupriavidus metallidurans
MGYG000003738	Fenollaria massiliensis
MGYG000003739	Streptococcus oralis_E
MGYG000003740	Ezakiella coagulans
MGYG000003741	Levyella massiliensis
MGYG000003742	Prevotella buccalis
MGYG000003748	Alterileibacterium massiliense
MGYG000003751	Peptoniphilus_A raoultii
MGYG000003753	Criibacterium bergeronii
MGYG000003755	Arcanobacterium_A urinimassiliense
MGYG000003756	Varibaculum massiliense
MGYG000003757	Peptoniphilus_B duerdenii
MGYG000003761	Stenotrophomonas maltophilia_S
MGYG000003762	Corynebacterium aurimucosum_C
MGYG000003763	Prevotella brunnea
MGYG000003765	Prevotella bergensis
MGYG000003767	Bifidobacterium sp002884815
MGYG000003771	Blautia sp002161285
MGYG000003775	Ezakiella massiliensis
MGYG000003779	Stomatobaculum sp002892395
MGYG000003780	Anaerococcus lactolyticus
MGYG000003783	Anaerosacchariphilus sp002160765
MGYG000003786	Stomatobaculum naviforme
MGYG000003790	Porphyromonas uenonis
MGYG000003794	Prevotella timonensis
MGYG000003795	Anaeroglobus sp900240295
MGYG000003796	Peptoniphilus_B sp000478985
MGYG000003801	SFGY01 sp004556455
MGYG000003803	Pantoea conspicua
MGYG000003804	Epilithonimonas bovis
MGYG000003808	Pauljensenia culturomici
MGYG000003811	Corynebacterium amycolatum
MGYG000003812	Prevotella colorans
MGYG000003814	Prevotella sp900548585
MGYG000003815	Succiniclasticum sp900314855
MGYG000003818	UMGS1688 sp900545885
MGYG000003819	UMGS1872 sp900555795
MGYG000003820	UBA5446 sp900543085
MGYG000003821	Blautia_A sp900549015
MGYG000003824	CAG-110 sp900549495
MGYG000003825	UBA1777 sp900549645
MGYG000003827	51-20 sp900539605
MGYG000003832	CAG-1193 sp000436255
MGYG000003834	Eisenbergiella sp900550285
MGYG000003835	UBA7173 sp001915385
MGYG000003836	CAG-521 sp900545335
MGYG000003838	QAMM01 sp003150405
MGYG000003843	UMGS693 sp900544555
MGYG000003844	Ruminiclostridium_E sp900539195
MGYG000003847	Collinsella aerofaciens_F
MGYG000003849	CAG-475 sp900547975
MGYG000003852	Sutterella sp900762445
MGYG000003856	Paramuribaculum sp900551515
MGYG000003859	51-20 sp001917175
MGYG000003860	NK3B98 sp900752305
MGYG000003864	Collinsella aerofaciens_F
MGYG000003868	Phascolarctobacterium sp900545535
MGYG000003874	Merdibacter sp900759455
MGYG000003875	Firm-11 sp900540045
MGYG000003878	Prevotella oris
MGYG000003880	RC9 sp900543205
MGYG000003883	Kosakonia cowanii
MGYG000003886	CAG-1427 sp900553605
MGYG000003888	UBA71 sp006954425
MGYG000003889	CAG-964 sp902789345
MGYG000003890	Zag111 sp900551965
MGYG000003891	UBA11524 sp000437595
MGYG000003892	Roseburia sp900753715
MGYG000003893	Prevotella multisaccharivorax
MGYG000003899	Faecalibacterium sp900539945
MGYG000003902	Veillonella dispar
MGYG000003906	Collinsella sp003437035
MGYG000003908	Odoribacter sp900541415
MGYG000003911	QAMM01 sp900762715
MGYG000003912	Prevotella sp000435635
MGYG000003916	UMGS1474 sp900547105
MGYG000003919	Fusobacterium_A sp900555845
MGYG000003920	Collinsella sp003437035
MGYG000003921	Gemmiger sp900540595
MGYG000003922	Bacteroides sp014385165
MGYG000003924	Mailhella sp900555975
MGYG000003925	CAG-882 sp900545175
MGYG000003926	Rikenella microfusus
MGYG000003929	CAG-590 sp900544905
MGYG000003932	CAG-964 sp000435335
MGYG000003933	Desulfovibrio desulfuricans
MGYG000003935	CAG-465 sp900554875
MGYG000003937	Gemmiger qucibialis
MGYG000003939	CAG-269 sp900556865
MGYG000003940	CAG-302 sp000431795
MGYG000003942	CAG-269 sp001916055
MGYG000003943	NSJ-50 sp014385105
MGYG000003944	CAG-884 sp000433875
MGYG000003949	Eubacterium_F sp900539115
MGYG000003951	UMGS1611 sp900553435
MGYG000003952	Alistipes sp900021155
MGYG000003954	CAG-303 sp900539455
MGYG000003956	RUG131 sp900315885
MGYG000003957	Parabacteroides sp014287585
MGYG000003958	CAG-312 sp900545715
MGYG000003959	HGM12713 sp900754175
MGYG000003960	CAG-552 sp000435495
MGYG000003961	RUG472 sp900545265
MGYG000003963	UMGS1696 sp900753285
MGYG000003964	UBA1740 sp004558975
MGYG000003966	UBA11512 sp003522145
MGYG000003967	UMGS1338 sp900550805
MGYG000003971	VUNA01 sp002299625
MGYG000003972	QALW01 sp003150515
MGYG000003973	UMGS1312 sp900550625
MGYG000003974	CAG-452 sp900770415
MGYG000003979	UMGS1225 sp900549725
MGYG000003981	CAG-877 sp900768815
MGYG000003982	Collinsella aerofaciens_F
MGYG000003984	Mediterraneibacter sp900752395
MGYG000003985	CAG-873 sp002493945
MGYG000003986	CAG-485 sp900761855
MGYG000003987	UBA1691 sp900544375
MGYG000003989	Alistipes sp002161445
MGYG000003990	Ruminococcus_E sp900314705
MGYG000003991	RC9 sp001915575
MGYG000003992	43-108 sp001915545
MGYG000003993	Alistipes sp900550925
MGYG000003996	UMGS2055 sp900557635
MGYG000003997	HGM12650 sp900761725
MGYG000003998	CAG-605 sp000433475
MGYG000004000	CAG-465 sp000433755
MGYG000004001	Collinsella aerofaciens_F
MGYG000004005	CAG-354 sp900553015
MGYG000004006	Alistipes sp000434235
MGYG000004008	CAG-533 sp004563275
MGYG000004013	Collinsella aerofaciens_F
MGYG000004014	CAG-628 sp003524085
MGYG000004015	Psychrobacillus sp012843435
MGYG000004016	UBA1191 sp900549125
MGYG000004017	HGM11588 sp900754755
MGYG000004018	Collinsella aerofaciens_F
MGYG000004019	Bacteroides massiliensis_A
MGYG000004021	UBA11471 sp900542765
MGYG000004022	HGM13222 sp900757485
MGYG000004025	CAG-582 sp000435515
MGYG000004036	UMGS1820 sp900545865
MGYG000004038	CAG-1193 sp900550145
MGYG000004041	Ellagibacter isourolithinifaciens
MGYG000004044	UMGS1633 sp900553645
MGYG000004046	Limosilactobacillus vaginalis
MGYG000004047	CAG-269 sp001916035
MGYG000004052	SFMI01 sp004556155
MGYG000004054	Collinsella aerofaciens_F
MGYG000004055	Eubacterium_G sp900548465
MGYG000004056	Alistipes_A ihumii
MGYG000004059	UBA1777 sp003150355
MGYG000004063	Oxalobacter sp900760095
MGYG000004064	UMGS755 sp900545185
MGYG000004070	UMGS946 sp900544965
MGYG000004071	CAG-83 sp900552475
MGYG000004072	UMGS1540 sp900552775
MGYG000004074	HGM12998 sp900756495
MGYG000004079	HGM11327 sp900759935
MGYG000004081	UCG-010 sp003150215
MGYG000004082	AM51-8 sp900761925
MGYG000004083	CAG-1427 sp000435675
MGYG000004084	HGM10766 sp900757295
MGYG000004086	CAG-594 sp000434835
MGYG000004087	Enterocloster sp900540675
MGYG000004088	Firm-11 sp900548145
MGYG000004089	UMGS1783 sp900555065
MGYG000004090	CAG-279 sp900550025
MGYG000004092	CAG-83 sp900756715
MGYG000004099	Eubacterium_R sp000433975
MGYG000004101	CAG-302 sp900548425
MGYG000004102	CAG-1000 sp900772435
MGYG000004104	HGM13233 sp900762805
MGYG000004105	Alistipes_A sp900546005
MGYG000004106	UBA5905 sp004558485
MGYG000004108	UMGS1387 sp900551295
MGYG000004111	Angelakisella sp900547385
MGYG000004113	CAG-272 sp000433515
MGYG000004114	CAG-95 sp000438155
MGYG000004115	UMGS1071 sp900541905
MGYG000004117	CAG-302 sp001916775
MGYG000004120	CAG-822 sp900546055
MGYG000004126	Fournierella sp900543285
MGYG000004128	UMGS1253 sp900550065
MGYG000004129	Acutalibacter sp000435395
MGYG000004130	UBA1777 sp900547315
MGYG000004132	V9D3004 sp900760345
MGYG000004134	CAG-1427 sp900554685
MGYG000004136	Eisenbergiella sp900555195
MGYG000004137	UBA738 sp003522945
MGYG000004138	QAMH01 sp900544245
MGYG000004140	UMGS1375 sp900551235
MGYG000004141	Collinsella aerofaciens_F
MGYG000004142	Marseille-P3106 sp900169975
MGYG000004143	Ruthenibacterium sp900759375
MGYG000004145	UBA644 sp900547165
MGYG000004149	UBA5026 sp900546745
MGYG000004150	Comamonas kerstersii
MGYG000004151	Pseudomonas citronellolis
MGYG000004153	UBA7102 sp900760085
MGYG000004155	CAG-273 sp003534295
MGYG000004157	HGM11514 sp900757255
MGYG000004158	Dialister invisus
MGYG000004160	QALW01 sp900552055
MGYG000004162	UBA5026 sp900550255
MGYG000004163	Evtepia sp900546255
MGYG000004164	UMGS1494 sp900552305
MGYG000004165	ER4 sp003522105
MGYG000004173	CAG-145 sp900754795
MGYG000004176	Pradoshia sp001183965
MGYG000004178	UMGS1781 sp900553365
MGYG000004179	UMGS1241 sp900550525
MGYG000004181	Collinsella sp002232035
MGYG000004182	Phocaeicola sp900551445
MGYG000004185	Bacteroides sp900553815
MGYG000004189	Slackia_A sp900553655
MGYG000004191	CAG-269 sp001916005
MGYG000004192	CAG-793 sp900557475
MGYG000004194	UBA737 sp002431945
MGYG000004196	CAG-83 sp001916855
MGYG000004200	F23-B02 sp000431075
MGYG000004201	CAG-110 sp900553805
MGYG000004205	RC9 sp900546445
MGYG000004207	UBA6398 sp003150315
MGYG000004208	CAG-485 sp900759795
MGYG000004214	UMGS902 sp900761025
MGYG000004215	HGM13618 sp900753975
MGYG000004221	UMGS621 sp900543915
MGYG000004222	CAG-269 sp900556345
MGYG000004223	UMGS1883 sp900763305
MGYG000004226	CAG-533 sp900553855
MGYG000004230	Clostridium sp900759995
MGYG000004232	Terrisporobacter sp900557165
MGYG000004234	Massiliomicrobiota sp002160815
MGYG000004236	UMGS1071 sp900542375
MGYG000004237	CAG-492 sp000434335
MGYG000004240	Collinsella sp900541145
MGYG000004241	Alistipes sp900761235
MGYG000004244	UMGS1601 sp900553335
MGYG000004245	SFEL01 sp004557245
MGYG000004246	HGM12669 sp900761935
MGYG000004248	CAG-170 sp000436735
MGYG000004249	UMGS2016 sp900557185
MGYG000004250	Acetatifactor sp003447295
MGYG000004252	NK3B98 sp900545815
MGYG000004253	Desulfovibrio piger_A
MGYG000004254	CAG-460 sp900544625
MGYG000004255	Amulumruptor sp900547825
MGYG000004256	CAG-177 sp003538135
MGYG000004257	Parolsenella sp900543875
MGYG000004259	Atopobium minutum
MGYG000004260	CAG-273 sp902406115
MGYG000004261	UMGS1449 sp900551925
MGYG000004262	CAG-110 sp900546075
MGYG000004263	Massilistercora sp902406105
MGYG000004265	UMGS263 sp900540535
MGYG000004266	Streptococcus sp900550895
MGYG000004267	Porphyromonas asaccharolytica
MGYG000004268	Pauljensenia bouchesdurhonensis
MGYG000004269	Blautia_A schinkii
MGYG000004270	Porphyromonas_A sp900554935
MGYG000004271	Roseburia sp900542495
MGYG000004272	UMGS915 sp900546795
MGYG000004274	Collinsella sp900554155
MGYG000004275	Ruminococcus_C sp000437175
MGYG000004276	ER4 sp900550165
MGYG000004277	Veillonella sp900545205
MGYG000004278	CAG-1427 sp900548955
MGYG000004279	UMGS1484 sp900552285
MGYG000004280	Collinsella sp900553215
MGYG000004281	Parabacteroides sp900552465
MGYG000004282	Ruminococcus_D sp000434695
MGYG000004283	Methanobrevibacter_A woesei
MGYG000004284	Collinsella sp900541475
MGYG000004285	UMGS1670 sp900546215
MGYG000004286	Collinsella sp002232035
MGYG000004287	Limosilactobacillus caviae
MGYG000004288	Faecalicoccus pleomorphus
MGYG000004289	Anaeroglobus micronuciformis
MGYG000004290	Alistipes sp900549305
MGYG000004291	Alloprevotella tannerae
MGYG000004292	UMGS1474 sp900552115
MGYG000004293	TM7x sp900557595
MGYG000004295	Providencia rettgeri
MGYG000004296	Ruminococcus_A faecicola
MGYG000004300	UBA1259 sp003523255
MGYG000004302	CAG-307 sp900547045
MGYG000004308	CAG-238 sp000435615
MGYG000004309	Fusobacterium_B sp900542625
MGYG000004311	UMGS1781 sp900554635
MGYG000004313	Aggregatibacter segnis
MGYG000004314	Varibaculum timonense
MGYG000004316	Granulicatella adiacens
MGYG000004317	Lachnospira sp900316325
MGYG000004319	CAG-273 sp000438355
MGYG000004321	Streptococcus constellatus
MGYG000004323	CAG-180 sp000432435
MGYG000004329	Prevotellamassilia sp900539625
MGYG000004334	Ruminococcus_E sp002493635
MGYG000004336	Faecalibacterium sp900765105
MGYG000004337	Phascolarctobacterium sp000436095
MGYG000004339	UBA71 sp006954465
MGYG000004341	CAG-110 sp000435995
MGYG000004343	UBA5026 sp900557305
MGYG000004344	Collinsella sp900542635
MGYG000004345	Streptococcus thermophilus
MGYG000004347	UBA5884 sp900551505
MGYG000004350	CAG-245 sp900761475
MGYG000004351	Veillonella_A sp000431435
MGYG000004352	CAG-460 sp000437315
MGYG000004354	Alistipes sp900548155
MGYG000004355	CAG-302 sp900554615
MGYG000004356	Collinsella aerofaciens_G
MGYG000004357	CAG-354 sp900754085
MGYG000004362	UBA10281 sp900767885
MGYG000004369	CAG-882 sp000435595
MGYG000004370	CAG-484 sp900321895
MGYG000004371	Prevotella sp002251385
MGYG000004375	Holdemanella sp900754615
MGYG000004376	CAG-83 sp900554275
MGYG000004379	CAG-628 sp000438415
MGYG000004381	Lachnospira sp900772425
MGYG000004382	UBA2821 sp902763335
MGYG000004385	Lachnospira sp900545725
MGYG000004388	F23-B02 sp001916715
MGYG000004389	CAG-302 sp900543825
MGYG000004390	Prevotella sp002265625
MGYG000004392	Eubacterium_R sp900539325
MGYG000004397	Caecibacter sp900549385
MGYG000004402	RC9 sp000432515
MGYG000004403	Agathobacter sp900550545
MGYG000004409	CAG-1000 sp000434555
MGYG000004410	Methanosphaera cuniculi
MGYG000004412	CAG-83 sp900313295
MGYG000004413	CAG-488 sp003486665
MGYG000004414	Agathobacter sp900549895
MGYG000004416	UMGS1477 sp900552205
MGYG000004419	Collinsella phocaeensis
MGYG000004420	RUG841 sp900313795
MGYG000004422	Collinsella sp900762015
MGYG000004424	Collinsella sp900548365
MGYG000004425	CAG-826 sp000437235
MGYG000004426	UMGS687 sp900544595
MGYG000004431	COE1 sp001916965
MGYG000004433	Bilophila sp900550745
MGYG000004434	UMGS1707 sp900554285
MGYG000004435	UBA7597 sp900767195
MGYG000004437	UMGS1224 sp900549775
MGYG000004438	UBA4644 sp900555855
MGYG000004446	CAG-465 sp000433335
MGYG000004447	CAG-460 sp000438075
MGYG000004451	CAG-313 sp003539625
MGYG000004452	CAG-793 sp000433915
MGYG000004453	CAG-269 sp900760175
MGYG000004454	Sutterella faecalis
MGYG000004456	Prevotella sp900556795
MGYG000004457	CAG-485 sp900767075
MGYG000004460	CAG-698 sp000431235
MGYG000004463	CAG-83 sp900548615
MGYG000004464	Barnesiella sp900542255
MGYG000004468	Alistipes_A sp900539755
MGYG000004469	Alistipes_A sp900545315
MGYG000004471	UBA1394 sp900554975
MGYG000004472	QALR01 sp900553085
MGYG000004474	Sodaliphilus sp004557565
MGYG000004475	CAG-83 sp900556015
MGYG000004479	Phocaeicola mediterraneensis
MGYG000004482	ER4 sp900546295
MGYG000004483	CAG-873 sp900554715
MGYG000004484	UBA2903 sp002349565
MGYG000004486	F23-B02 sp003533405
MGYG000004487	CAG-83 sp900547745
MGYG000004488	CAG-449 sp900551385
MGYG000004489	ER4 sp900552015
MGYG000004490	Muribaculum sp003150235
MGYG000004491	Prevotella sp900548745
MGYG000004492	UBA1436 sp900540405
MGYG000004494	CAG-269 sp000437215
MGYG000004497	Collinsella sp003487125
MGYG000004498	CAG-345 sp000433315
MGYG000004499	Victivallis sp900551245
MGYG000004501	CAG-312 sp900760665
MGYG000004507	CAG-460 sp000437355
MGYG000004508	UMGS2068 sp900769635
MGYG000004510	Prevotella sp002481295
MGYG000004513	Victivallis sp900550905
MGYG000004515	UMGS1663 sp900753245
MGYG000004516	Sneathia amnii
MGYG000004518	Zag111 sp002103105
MGYG000004520	Ruminococcus_E bromii_A
MGYG000004521	UBA11549 sp900550445
MGYG000004523	Olsenella_E sp002160255
MGYG000004525	CAG-83 sp900555735
MGYG000004526	CAG-103 sp000432375
MGYG000004529	UMGS1477 sp900761525
MGYG000004532	Akkermansia sp900548895
MGYG000004533	CAG-495 sp000436375
MGYG000004534	CAG-245 sp000434195
MGYG000004535	UBA10677 sp900767465
MGYG000004536	Alistipes sp900542505
MGYG000004538	CAG-313 sp900760745
MGYG000004540	UMGS1754 sp900554815
MGYG000004541	Ureibacillus endophyticus
MGYG000004544	Alistipes sp900290115
MGYG000004546	CAG-460 sp900751815
MGYG000004548	AM51-8 sp900546435
MGYG000004551	Phil1 sp004558525
MGYG000004552	Frisingicoccus sp900757195
MGYG000004557	UBA5446 sp900545405
MGYG000004561	Prevotella sp002480935
MGYG000004562	Gemella morbillorum
MGYG000004563	Methanosphaera sp900322125
MGYG000004564	An23 sp900544635
MGYG000004565	Peptostreptococcus stomatis
MGYG000004566	Pauljensenia cardiffensis
MGYG000004567	Olsenella_E sp002159735
MGYG000004568	UBA2834 sp004561445
MGYG000004569	RF16 sp900556095
MGYG000004570	Treponema_D berlinense
MGYG000004571	UBA6382 sp900557555
MGYG000004573	F082 sp002633315
MGYG000004576	UMGS1688 sp900553825
MGYG000004578	UMGS1795 sp900553555
MGYG000004581	Coprococcus_A sp900548825
MGYG000004584	Enorma sp900751795
MGYG000004585	Methanobacterium sp000499765
MGYG000004587	UBA1409 sp900553675
MGYG000004588	Prevotella sp900317685
MGYG000004589	UBA2856 sp009696445
MGYG000004593	CAG-194 sp000432915
MGYG000004600	CAG-307 sp001916215
MGYG000004601	CAG-433 sp900546245
MGYG000004602	Collinsella sp900551555
MGYG000004603	Streptococcus oralis
MGYG000004605	UBA7173 sp900555165
MGYG000004612	UMGS363 sp900768245
MGYG000004613	RUG841 sp900772035
MGYG000004617	Olsenella_E provencensis
MGYG000004618	Anaerotruncus massiliensis
MGYG000004622	Prevotella sp900316565
MGYG000004623	Blautia_A sp900551465
MGYG000004626	CAG-521 sp900553105
MGYG000004627	Prevotella nigrescens
MGYG000004629	Prevotella intermedia
MGYG000004631	Mobilibacterium sp900315625
MGYG000004632	Prevotella sp002300055
MGYG000004633	Erysipelatoclostridium sp002160495
MGYG000004636	Paramuribaculum sp009775605
MGYG000004637	Duodenibacillus sp900542805
MGYG000004638	F0040 sp000318095
MGYG000004639	CAG-495 sp000432275
MGYG000004640	Prevotella sp900551055
MGYG000004642	UMGS1670 sp900548595
MGYG000004643	Eubacterium_R sp003526845
MGYG000004644	Negativibacillus sp900547455
MGYG000004652	Leuconostoc lactis
MGYG000004653	Collinsella sp900555585
MGYG000004658	Alistipes finegoldii
MGYG000004661	Veillonella dispar
MGYG000004663	D5 sp900113995
MGYG000004666	Collinsella aerofaciens_N
MGYG000004667	Clostridium beijerinckii
MGYG000004671	UMGS1975 sp900556815
MGYG000004672	F23-B02 sp004558025
MGYG000004673	Veillonella sp900552445
MGYG000004675	Mycoplasmopsis bovis
MGYG000004676	Bacteroides sp900766005
