	ID	inverton_number	group
3720	MGYG000003960	442	1
3721	MGYG000003961	760	2
3722	MGYG000003962	833	3
3723	MGYG000003963	778	2
3724	MGYG000003964	642	2
3725	MGYG000003965	640	2
3726	MGYG000003966	648	2
3727	MGYG000003967	791	2
3728	MGYG000003968	681	2
3729	MGYG000003969	506	1
3730	MGYG000003970	904	3
3731	MGYG000003971	688	2
3732	MGYG000003972	730	2
3733	MGYG000003973	894	3
3734	MGYG000003974	360	1
3735	MGYG000003975	920	3
3736	MGYG000003976	473	1
3737	MGYG000003977	367	1
3738	MGYG000003978	864	3
3739	MGYG000003979	907	3
3740	MGYG000003980	902	3
3741	MGYG000003981	445	1
3742	MGYG000003982	664	2
3743	MGYG000003983	908	3
3744	MGYG000003984	609	1
3745	MGYG000003985	844	3
3746	MGYG000003986	772	2
3747	MGYG000003987	884	3
3748	MGYG000003989	1092	4
3749	MGYG000003990	792	2
3750	MGYG000003991	711	2
3751	MGYG000003992	1034	4
3752	MGYG000003993	635	2
3753	MGYG000003994	750	2
3754	MGYG000003995	627	2
3755	MGYG000003996	680	2
3756	MGYG000003997	634	2
3757	MGYG000003998	553	1
3758	MGYG000003999	536	1
3759	MGYG000004001	938	3
3760	MGYG000004002	948	3
3761	MGYG000004003	1739	4
3762	MGYG000004004	780	2
3763	MGYG000004005	474	1
3764	MGYG000004006	1200	4
3765	MGYG000004007	343	1
3766	MGYG000004008	306	1
3767	MGYG000004009	584	1
3768	MGYG000004010	754	2
3769	MGYG000004011	968	3
3770	MGYG000004012	318	1
3771	MGYG000004013	781	2
3772	MGYG000004014	354	1
3773	MGYG000004015	1161	4
3774	MGYG000004016	670	2
3775	MGYG000004017	1577	4
3776	MGYG000004018	969	3
3777	MGYG000004019	1054	4
3778	MGYG000004020	798	2
3779	MGYG000004021	784	2
3780	MGYG000004022	809	2
3781	MGYG000004023	749	2
3782	MGYG000004024	406	1
3783	MGYG000004025	414	1
3784	MGYG000004026	991	3
3785	MGYG000004027	668	2
3786	MGYG000004028	945	3
3787	MGYG000004029	660	2
3788	MGYG000004030	832	3
3789	MGYG000004031	926	3
3790	MGYG000004032	566	1
3791	MGYG000004033	602	1
3792	MGYG000004034	887	3
3793	MGYG000004035	713	2
3794	MGYG000004036	1068	4
3795	MGYG000004037	683	2
3796	MGYG000004038	369	1
3797	MGYG000004039	887	3
3798	MGYG000004040	706	2
3799	MGYG000004041	1019	3
3800	MGYG000004042	853	3
3801	MGYG000004043	837	3
3802	MGYG000004044	988	3
3803	MGYG000004045	777	2
3804	MGYG000004046	536	1
3805	MGYG000004047	417	1
3806	MGYG000004048	879	3
3807	MGYG000004049	638	2
3808	MGYG000004050	699	2
3809	MGYG000004051	380	1
3810	MGYG000004052	1153	4
3811	MGYG000004053	1198	4
3812	MGYG000004054	882	3
3813	MGYG000004055	779	2
3814	MGYG000004056	1095	4
3815	MGYG000004057	371	1
3816	MGYG000004058	862	3
3817	MGYG000004059	807	2
3818	MGYG000004061	457	1
3819	MGYG000004062	895	3
3820	MGYG000004063	817	2
3821	MGYG000004064	916	3
3822	MGYG000004066	859	3
3823	MGYG000004067	688	2
3824	MGYG000004068	845	3
3825	MGYG000004069	438	1
3826	MGYG000004070	712	2
3827	MGYG000004071	894	3
3828	MGYG000004072	841	3
3829	MGYG000004073	581	1
3830	MGYG000004074	983	3
3831	MGYG000004075	1136	4
3832	MGYG000004076	585	1
3833	MGYG000004077	325	1
3834	MGYG000004078	533	1
3835	MGYG000004079	496	1
3836	MGYG000004080	624	2
3837	MGYG000004081	1146	4
3838	MGYG000004082	866	3
3839	MGYG000004083	775	2
3840	MGYG000004084	312	1
3841	MGYG000004085	619	1
3842	MGYG000004086	407	1
3843	MGYG000004087	1017	3
3844	MGYG000004088	1152	4
3845	MGYG000004089	568	1
3846	MGYG000004090	750	2
3847	MGYG000004091	784	2
3848	MGYG000004092	695	2
3849	MGYG000004093	921	3
3850	MGYG000004094	1234	4
3851	MGYG000004095	616	1
3852	MGYG000004096	537	1
3853	MGYG000004097	930	3
3854	MGYG000004098	768	2
3855	MGYG000004099	784	2
3856	MGYG000004100	546	1
3857	MGYG000004101	389	1
3858	MGYG000004102	411	1
3859	MGYG000004103	388	1
3860	MGYG000004104	764	2
3861	MGYG000004105	726	2
3862	MGYG000004106	837	3
3863	MGYG000004107	846	3
3864	MGYG000004108	878	3
3865	MGYG000004109	654	2
3866	MGYG000004110	723	2
3867	MGYG000004111	660	2
3868	MGYG000004112	952	3
3869	MGYG000004113	929	3
3870	MGYG000004114	999	3
3871	MGYG000004115	703	2
3872	MGYG000004116	1405	4
3873	MGYG000004117	354	1
3874	MGYG000004118	414	1
3875	MGYG000004119	527	1
3876	MGYG000004120	396	1
3877	MGYG000004121	956	3
3878	MGYG000004122	967	3
3879	MGYG000004123	545	1
3880	MGYG000004124	558	1
3881	MGYG000004125	963	3
3882	MGYG000004126	1315	4
3883	MGYG000004127	1248	4
3884	MGYG000004128	633	2
3885	MGYG000004129	1049	4
3886	MGYG000004130	822	2
3887	MGYG000004131	605	1
3888	MGYG000004132	834	3
3889	MGYG000004133	739	2
3890	MGYG000004134	597	1
3891	MGYG000004135	536	1
3892	MGYG000004136	1343	4
3893	MGYG000004137	1040	4
3894	MGYG000004138	959	3
3895	MGYG000004139	740	2
3896	MGYG000004140	973	3
3897	MGYG000004141	956	3
3898	MGYG000004142	813	2
3899	MGYG000004143	1197	4
3900	MGYG000004144	460	1
3901	MGYG000004145	760	2
3902	MGYG000004146	983	3
3903	MGYG000004148	808	2
3904	MGYG000004149	407	1
3905	MGYG000004150	1919	4
3906	MGYG000004151	4537	4
3907	MGYG000004152	826	2
3908	MGYG000004153	1340	4
3909	MGYG000004154	849	3
3910	MGYG000004155	367	1
3911	MGYG000004156	963	3
3912	MGYG000004157	758	2
3913	MGYG000004158	581	1
3914	MGYG000004159	1111	4
3915	MGYG000004160	842	3
3916	MGYG000004161	968	3
3917	MGYG000004162	271	1
3918	MGYG000004163	1042	4
3919	MGYG000004164	774	2
3920	MGYG000004165	776	2
3921	MGYG000004166	774	2
3922	MGYG000004167	388	1
3923	MGYG000004168	1585	4
3924	MGYG000004169	682	2
3925	MGYG000004170	332	1
3926	MGYG000004171	825	2
3927	MGYG000004172	1163	4
3928	MGYG000004173	568	1
3929	MGYG000004174	1098	4
3930	MGYG000004175	317	1
3931	MGYG000004176	667	2
3932	MGYG000004177	245	1
3933	MGYG000004178	373	1
3934	MGYG000004179	870	3
3935	MGYG000004180	1504	4
3936	MGYG000004181	905	3
3937	MGYG000004182	929	3
3938	MGYG000004183	1292	4
3939	MGYG000004184	683	2
3940	MGYG000004185	995	3
3941	MGYG000004186	905	3
3942	MGYG000004187	912	3
3943	MGYG000004188	1111	4
3944	MGYG000004189	822	2
3945	MGYG000004191	375	1
3946	MGYG000004192	393	1
3947	MGYG000004193	810	2
3948	MGYG000004194	888	3
3949	MGYG000004195	525	1
3950	MGYG000004196	818	2
3951	MGYG000004197	712	2
3952	MGYG000004198	577	1
3953	MGYG000004199	584	1
3954	MGYG000004200	686	2
3955	MGYG000004201	1005	3
3956	MGYG000004202	201	1
3957	MGYG000004203	779	2
3958	MGYG000004204	313	1
3959	MGYG000004205	470	1
3960	MGYG000004206	956	3
3961	MGYG000004207	720	2
3962	MGYG000004208	974	3
3963	MGYG000004209	954	3
3964	MGYG000004210	744	2
3965	MGYG000004211	334	1
3966	MGYG000004212	382	1
3967	MGYG000004213	1134	4
3968	MGYG000004214	920	3
3969	MGYG000004215	521	1
3970	MGYG000004216	359	1
3971	MGYG000004217	628	2
3972	MGYG000004218	437	1
3973	MGYG000004219	857	3
3974	MGYG000004220	952	3
3975	MGYG000004221	802	2
3976	MGYG000004222	386	1
3977	MGYG000004223	1030	3
3978	MGYG000004224	562	1
3979	MGYG000004226	300	1
3980	MGYG000004227	675	2
3981	MGYG000004228	485	1
3982	MGYG000004229	709	2
3983	MGYG000004230	1108	4
3984	MGYG000004231	1018	3
3985	MGYG000004232	696	2
3986	MGYG000004233	962	3
3987	MGYG000004234	956	3
3988	MGYG000004235	630	2
3989	MGYG000004236	721	2
3990	MGYG000004237	497	1
3991	MGYG000004238	661	2
3992	MGYG000004239	677	2
3993	MGYG000004240	820	2
3994	MGYG000004241	908	3
3995	MGYG000004242	389	1
3996	MGYG000004243	503	1
3997	MGYG000004244	670	2
3998	MGYG000004245	655	2
3999	MGYG000004246	766	2
4000	MGYG000004247	697	2
4001	MGYG000004248	897	3
4002	MGYG000004249	482	1
4003	MGYG000004250	905	3
4004	MGYG000004251	624	2
4005	MGYG000004252	783	2
4006	MGYG000004253	1190	4
4007	MGYG000004254	325	1
4008	MGYG000004255	753	2
4009	MGYG000004256	793	2
4010	MGYG000004257	1000	3
4011	MGYG000004258	963	3
4012	MGYG000004259	482	1
4013	MGYG000004260	353	1
4014	MGYG000004261	231	1
4015	MGYG000004262	1134	4
4016	MGYG000004263	887	3
4017	MGYG000004264	716	2
4018	MGYG000004265	849	3
4019	MGYG000004266	496	1
4020	MGYG000004267	692	2
4021	MGYG000004268	490	1
4022	MGYG000004269	969	3
4023	MGYG000004270	360	1
4024	MGYG000004271	963	3
4025	MGYG000004272	527	1
4026	MGYG000004274	975	3
4027	MGYG000004275	910	3
4028	MGYG000004276	874	3
4029	MGYG000004277	514	1
4030	MGYG000004278	564	1
4031	MGYG000004279	709	2
4032	MGYG000004280	758	2
4033	MGYG000004281	1529	4
4034	MGYG000004282	826	2
4035	MGYG000004283	638	2
4036	MGYG000004284	893	3
4037	MGYG000004285	688	2
4038	MGYG000004286	990	3
4039	MGYG000004287	674	2
4040	MGYG000004288	761	2
4041	MGYG000004289	452	1
4042	MGYG000004290	1198	4
4043	MGYG000004291	576	1
4044	MGYG000004292	766	2
4045	MGYG000004293	167	1
4046	MGYG000004294	968	3
4047	MGYG000004295	1283	4
4048	MGYG000004296	795	2
4049	MGYG000004297	856	3
4050	MGYG000004298	1038	4
4051	MGYG000004299	317	1
4052	MGYG000004300	591	1
4053	MGYG000004301	780	2
4054	MGYG000004302	668	2
4055	MGYG000004303	542	1
4056	MGYG000004304	421	1
4057	MGYG000004305	827	2
4058	MGYG000004306	460	1
4059	MGYG000004307	855	3
4060	MGYG000004308	537	1
4061	MGYG000004309	715	2
4062	MGYG000004310	888	3
4063	MGYG000004311	365	1
4064	MGYG000004312	620	2
4065	MGYG000004313	679	2
4066	MGYG000004314	689	2
4067	MGYG000004315	282	1
4068	MGYG000004316	565	1
4069	MGYG000004317	822	2
4070	MGYG000004318	569	1
4071	MGYG000004319	401	1
4072	MGYG000004320	931	3
4073	MGYG000004321	557	1
4074	MGYG000004323	648	2
4075	MGYG000004324	751	2
4076	MGYG000004325	871	3
4077	MGYG000004326	634	2
4078	MGYG000004327	546	1
4079	MGYG000004328	967	3
4080	MGYG000004329	916	3
4081	MGYG000004330	918	3
4082	MGYG000004331	856	3
4083	MGYG000004332	944	3
4084	MGYG000004333	220	1
4085	MGYG000004334	731	2
4086	MGYG000004335	987	3
4087	MGYG000004336	995	3
4088	MGYG000004337	684	2
4089	MGYG000004338	417	1
4090	MGYG000004339	840	3
4091	MGYG000004340	903	3
4092	MGYG000004341	1003	3
4093	MGYG000004342	586	1
4094	MGYG000004343	339	1
4095	MGYG000004344	894	3
4096	MGYG000004345	561	1
4097	MGYG000004346	609	1
4098	MGYG000004347	571	1
4099	MGYG000004348	567	1
4100	MGYG000004349	922	3
4101	MGYG000004350	508	1
4102	MGYG000004351	596	1
4103	MGYG000004352	386	1
4104	MGYG000004353	572	1
4105	MGYG000004354	833	3
4106	MGYG000004355	386	1
4107	MGYG000004356	907	3
4108	MGYG000004357	442	1
4109	MGYG000004358	874	3
4110	MGYG000004359	758	2
4111	MGYG000004360	801	2
4112	MGYG000004361	566	1
4113	MGYG000004362	798	2
4114	MGYG000004363	743	2
4115	MGYG000004364	807	2
4116	MGYG000004365	873	3
4117	MGYG000004366	927	3
4118	MGYG000004367	944	3
4119	MGYG000004368	864	3
4120	MGYG000004369	962	3
4121	MGYG000004370	660	2
4122	MGYG000004371	852	3
4123	MGYG000004372	492	1
4124	MGYG000004373	728	2
4125	MGYG000004374	885	3
4126	MGYG000004375	762	2
4127	MGYG000004376	925	3
4128	MGYG000004377	656	2
4129	MGYG000004378	880	3
4130	MGYG000004379	382	1
4131	MGYG000004380	804	2
4132	MGYG000004381	936	3
4133	MGYG000004382	891	3
4134	MGYG000004383	853	3
4135	MGYG000004384	796	2
4136	MGYG000004385	969	3
4137	MGYG000004386	895	3
4138	MGYG000004387	899	3
4139	MGYG000004388	769	2
4140	MGYG000004389	303	1
4141	MGYG000004390	1054	4
4142	MGYG000004391	170	1
4143	MGYG000004392	619	1
4144	MGYG000004393	416	1
4145	MGYG000004394	330	1
4146	MGYG000004395	318	1
4147	MGYG000004396	878	3
4148	MGYG000004397	615	1
4149	MGYG000004398	772	2
4150	MGYG000004399	862	3
4151	MGYG000004400	613	1
4152	MGYG000004401	330	1
4153	MGYG000004402	988	3
4154	MGYG000004403	757	2
4155	MGYG000004405	358	1
4156	MGYG000004406	197	1
4157	MGYG000004407	890	3
4158	MGYG000004408	935	3
4159	MGYG000004409	357	1
4160	MGYG000004410	403	1
4161	MGYG000004411	405	1
4162	MGYG000004412	808	2
4163	MGYG000004413	620	2
4164	MGYG000004414	644	2
4165	MGYG000004415	968	3
4166	MGYG000004416	665	2
4167	MGYG000004417	414	1
4168	MGYG000004418	312	1
4169	MGYG000004419	948	3
4170	MGYG000004420	778	2
4171	MGYG000004421	859	3
4172	MGYG000004422	918	3
4173	MGYG000004423	402	1
4174	MGYG000004424	1045	4
4175	MGYG000004425	614	1
4176	MGYG000004426	418	1
4177	MGYG000004427	385	1
4178	MGYG000004428	875	3
4179	MGYG000004429	848	3
4180	MGYG000004430	1291	4
4181	MGYG000004431	1198	4
4182	MGYG000004432	1202	4
4183	MGYG000004433	1341	4
4184	MGYG000004434	512	1
4185	MGYG000004435	940	3
4186	MGYG000004436	467	1
4187	MGYG000004437	341	1
4188	MGYG000004438	1034	4
4189	MGYG000004439	652	2
4190	MGYG000004440	556	1
4191	MGYG000004442	716	2
4192	MGYG000004443	701	2
4193	MGYG000004444	676	2
4194	MGYG000004445	1002	3
4195	MGYG000004446	353	1
4196	MGYG000004447	427	1
4197	MGYG000004449	436	1
4198	MGYG000004450	919	3
4199	MGYG000004451	544	1
4200	MGYG000004452	359	1
4201	MGYG000004453	383	1
4202	MGYG000004454	1287	4
4203	MGYG000004455	465	1
4204	MGYG000004456	1184	4
4205	MGYG000004457	901	3
4206	MGYG000004458	374	1
4207	MGYG000004459	502	1
4208	MGYG000004460	771	2
4209	MGYG000004461	2111	4
4210	MGYG000004462	1005	3
4211	MGYG000004463	1051	4
4212	MGYG000004464	727	2
4213	MGYG000004465	674	2
4214	MGYG000004466	970	3
4215	MGYG000004467	933	3
4216	MGYG000004468	649	2
4217	MGYG000004469	658	2
4218	MGYG000004470	632	2
4219	MGYG000004471	707	2
4220	MGYG000004472	870	3
4221	MGYG000004473	935	3
4222	MGYG000004474	1030	3
4223	MGYG000004475	737	2
4224	MGYG000004476	534	1
4225	MGYG000004477	371	1
4226	MGYG000004478	935	3
4227	MGYG000004479	1075	4
4228	MGYG000004480	958	3
4229	MGYG000004481	642	2
4230	MGYG000004482	802	2
4231	MGYG000004483	1176	4
4232	MGYG000004484	1067	4
4233	MGYG000004485	1134	4
4234	MGYG000004486	762	2
4235	MGYG000004487	935	3
4236	MGYG000004488	599	1
4237	MGYG000004489	923	3
4238	MGYG000004490	1074	4
4239	MGYG000004491	924	3
4240	MGYG000004492	577	1
4241	MGYG000004493	1045	4
4242	MGYG000004494	361	1
4243	MGYG000004495	889	3
4244	MGYG000004496	425	1
4245	MGYG000004497	666	2
4246	MGYG000004498	611	1
4247	MGYG000004499	2068	4
4248	MGYG000004501	1240	4
4249	MGYG000004502	541	1
4250	MGYG000004503	705	2
4251	MGYG000004504	531	1
4252	MGYG000004505	755	2
4253	MGYG000004506	820	2
4254	MGYG000004507	371	1
4255	MGYG000004508	255	1
4256	MGYG000004509	492	1
4257	MGYG000004510	996	3
4258	MGYG000004512	348	1
4259	MGYG000004513	2176	4
4260	MGYG000004514	831	3
4261	MGYG000004515	406	1
4262	MGYG000004516	386	1
4263	MGYG000004517	914	3
4264	MGYG000004518	759	2
4265	MGYG000004519	652	2
4266	MGYG000004520	730	2
4267	MGYG000004521	930	3
4268	MGYG000004522	958	3
4269	MGYG000004523	1046	4
4270	MGYG000004525	968	3
4271	MGYG000004526	900	3
4272	MGYG000004527	371	1
4273	MGYG000004528	424	1
4274	MGYG000004529	770	2
4275	MGYG000004530	339	1
4276	MGYG000004531	483	1
4277	MGYG000004532	1098	4
4278	MGYG000004533	661	2
4279	MGYG000004534	371	1
4280	MGYG000004535	759	2
4281	MGYG000004536	1035	4
4282	MGYG000004537	563	1
4283	MGYG000004538	664	2
4284	MGYG000004539	349	1
4285	MGYG000004540	438	1
4286	MGYG000004541	1247	4
4287	MGYG000004542	955	3
4288	MGYG000004543	500	1
4289	MGYG000004544	1152	4
4290	MGYG000004545	627	2
4291	MGYG000004546	335	1
4292	MGYG000004547	791	2
4293	MGYG000004548	684	2
4294	MGYG000004549	797	2
4295	MGYG000004550	906	3
4296	MGYG000004551	725	2
4297	MGYG000004552	756	2
4298	MGYG000004553	943	3
4299	MGYG000004554	889	3
4300	MGYG000004555	668	2
4301	MGYG000004556	970	3
4302	MGYG000004557	1052	4
4303	MGYG000004558	1100	4
4304	MGYG000004559	704	2
4305	MGYG000004560	859	3
4306	MGYG000004561	964	3
4307	MGYG000004562	467	1
4308	MGYG000004563	505	1
4309	MGYG000004564	1101	4
4310	MGYG000004565	525	1
4311	MGYG000004566	657	2
4312	MGYG000004567	1256	4
4313	MGYG000004568	250	1
4314	MGYG000004569	713	2
4315	MGYG000004570	765	2
4316	MGYG000004571	694	2
4317	MGYG000004572	716	2
4318	MGYG000004573	874	3
4319	MGYG000004574	392	1
4320	MGYG000004575	954	3
4321	MGYG000004576	634	2
4322	MGYG000004577	790	2
4323	MGYG000004578	530	1
4324	MGYG000004581	851	3
4325	MGYG000004582	872	3
4326	MGYG000004583	942	3
4327	MGYG000004584	1049	4
4328	MGYG000004585	627	2
4329	MGYG000004586	882	3
4330	MGYG000004587	833	3
4331	MGYG000004588	1135	4
4332	MGYG000004589	856	3
4333	MGYG000004590	880	3
4334	MGYG000004591	664	2
4335	MGYG000004592	777	2
4336	MGYG000004593	846	3
4337	MGYG000004594	409	1
4338	MGYG000004595	346	1
4339	MGYG000004596	884	3
4340	MGYG000004597	914	3
4341	MGYG000004598	730	2
4342	MGYG000004599	1112	4
4343	MGYG000004600	686	2
4344	MGYG000004601	354	1
4345	MGYG000004602	843	3
4346	MGYG000004603	492	1
4347	MGYG000004604	625	2
4348	MGYG000004605	1046	4
4349	MGYG000004606	523	1
4350	MGYG000004607	948	3
4351	MGYG000004608	886	3
4352	MGYG000004609	795	2
4353	MGYG000004610	768	2
4354	MGYG000004611	495	1
4355	MGYG000004612	1001	3
4356	MGYG000004613	751	2
4357	MGYG000004614	397	1
4358	MGYG000004615	612	1
4359	MGYG000004616	929	3
4360	MGYG000004617	1262	4
4361	MGYG000004618	1219	4
4362	MGYG000004619	926	3
4363	MGYG000004620	299	1
4364	MGYG000004621	1072	4
4365	MGYG000004622	871	3
4366	MGYG000004623	977	3
4367	MGYG000004624	581	1
4368	MGYG000004625	950	3
4369	MGYG000004626	530	1
4370	MGYG000004627	957	3
4371	MGYG000004628	1098	4
4372	MGYG000004629	748	2
4373	MGYG000004630	1100	4
4374	MGYG000004632	972	3
4375	MGYG000004633	953	3
4376	MGYG000004634	693	2
4377	MGYG000004635	800	2
4378	MGYG000004636	686	2
4379	MGYG000004637	543	1
4380	MGYG000004638	602	1
4381	MGYG000004639	575	1
4382	MGYG000004640	936	3
4383	MGYG000004642	577	1
4384	MGYG000004643	702	2
4385	MGYG000004644	856	3
4386	MGYG000004645	699	2
4387	MGYG000004646	436	1
4388	MGYG000004647	604	1
4389	MGYG000004648	344	1
4390	MGYG000004649	1151	4
4391	MGYG000004650	890	3
4392	MGYG000004651	963	3
4393	MGYG000004652	612	1
4394	MGYG000004653	646	2
4395	MGYG000004654	1042	4
4396	MGYG000004655	977	3
4397	MGYG000004656	604	1
4398	MGYG000004657	428	1
4399	MGYG000004658	1441	4
4400	MGYG000004659	991	3
4401	MGYG000004660	656	2
4402	MGYG000004661	348	1
4403	MGYG000004662	787	2
4404	MGYG000004663	930	3
4405	MGYG000004664	1157	4
4406	MGYG000004665	640	2
4407	MGYG000004666	1020	3
4408	MGYG000004667	2076	4
4409	MGYG000004668	316	1
4410	MGYG000004669	240	1
4411	MGYG000004670	932	3
4412	MGYG000004671	643	2
4413	MGYG000004672	752	2
4414	MGYG000004673	535	1
4415	MGYG000004674	273	1
4416	MGYG000004675	380	1
4417	MGYG000004676	451	1
4418	MGYG000004677	1043	4
4419	MGYG000004678	683	2
4420	MGYG000004679	371	1
4421	MGYG000004680	1131	4
4422	MGYG000004681	966	3
4423	MGYG000004682	610	1
4424	MGYG000004683	1049	4
4425	MGYG000004684	377	1
4426	MGYG000004685	330	1
4427	MGYG000004686	1045	4
4428	MGYG000004687	767	2
4429	MGYG000004688	992	3
4430	MGYG000004689	710	2
4431	MGYG000004690	602	1
4432	MGYG000004691	826	2
4433	MGYG000004692	1073	4
4434	MGYG000004693	658	2
4435	MGYG000004694	1486	4
4436	MGYG000004695	754	2
4437	MGYG000004696	957	3
4438	MGYG000004697	760	2
4439	MGYG000004698	1009	3
4440	MGYG000004699	1088	4
4441	MGYG000004700	835	3
4442	MGYG000004701	1133	4
4443	MGYG000004702	819	2
4444	MGYG000004703	811	2
4445	MGYG000004704	861	3
4446	MGYG000004705	741	2
4447	MGYG000004706	1259	4
4448	MGYG000004707	554	1
4449	MGYG000004708	640	2
4450	MGYG000004709	1033	4
4451	MGYG000004710	368	1
4452	MGYG000004711	1246	4
4453	MGYG000004712	617	1
4454	MGYG000004713	230	1
4455	MGYG000004714	803	2
4456	MGYG000004715	782	2
4457	MGYG000004716	547	1
4458	MGYG000004717	660	2
4459	MGYG000004718	811	2
4460	MGYG000004719	691	2
4461	MGYG000004720	787	2
4462	MGYG000004721	666	2
4463	MGYG000004722	724	2
4464	MGYG000004723	857	3
4465	MGYG000004724	597	1
4466	MGYG000004725	885	3
4467	MGYG000004726	1658	4
4468	MGYG000004727	580	1
4469	MGYG000004728	580	1
4470	MGYG000004729	804	2
4471	MGYG000004730	741	2
4472	MGYG000004731	1232	4
4473	MGYG000004732	1116	4
4474	MGYG000004733	1196	4
4475	MGYG000004734	786	2
4476	MGYG000004735	1020	3
4477	MGYG000004736	828	2
4478	MGYG000004737	1299	4
4479	MGYG000004738	1349	4
4480	MGYG000004739	1477	4
4481	MGYG000004740	818	2
4482	MGYG000004741	428	1
4483	MGYG000004742	561	1
4484	MGYG000004743	226	1
4485	MGYG000004744	667	2
4486	MGYG000004745	501	1
4487	MGYG000004746	948	3
4488	MGYG000004747	875	3
4489	MGYG000004748	1532	4
4490	MGYG000004749	421	1
4491	MGYG000004750	772	2
4492	MGYG000004751	546	1
4493	MGYG000004752	475	1
4494	MGYG000004753	465	1
4495	MGYG000004754	1410	4
4496	MGYG000004755	1250	4
4497	MGYG000004756	1055	4
4498	MGYG000004757	688	2
4499	MGYG000004758	892	3
4500	MGYG000004759	600	1
4501	MGYG000004760	559	1
4502	MGYG000004761	945	3
4503	MGYG000004762	887	3
4504	MGYG000004763	1244	4
4505	MGYG000004764	700	2
4506	MGYG000004765	992	3
4507	MGYG000004766	798	2
4508	MGYG000004767	400	1
4509	MGYG000004768	338	1
4510	MGYG000004769	708	2
4511	MGYG000004770	564	1
4512	MGYG000004771	263	1
4513	MGYG000004772	592	1
4514	MGYG000004773	1409	4
4515	MGYG000004774	880	3
4516	MGYG000004775	846	3
4517	MGYG000004776	379	1
4518	MGYG000004777	980	3
4519	MGYG000004778	278	1
4520	MGYG000004779	1099	4
4521	MGYG000004780	1100	4
4522	MGYG000004781	1166	4
4523	MGYG000004782	344	1
4524	MGYG000004783	762	2
4525	MGYG000004784	767	2
4526	MGYG000004785	906	3
4527	MGYG000004786	1190	4
4528	MGYG000004787	808	2
4529	MGYG000004788	797	2
4530	MGYG000004789	716	2
4531	MGYG000004790	632	2
4532	MGYG000004791	1172	4
4533	MGYG000004792	547	1
4534	MGYG000004793	441	1
4535	MGYG000004794	326	1
4536	MGYG000004795	322	1
4537	MGYG000004796	498	1
4538	MGYG000004797	1576	4
4539	MGYG000004798	863	3
4540	MGYG000004799	820	2
4541	MGYG000004800	415	1
4542	MGYG000004801	806	2
4543	MGYG000004802	571	1
4544	MGYG000004803	415	1
4545	MGYG000004804	575	1
4546	MGYG000004805	1103	4
4547	MGYG000004806	966	3
4548	MGYG000004807	1138	4
4549	MGYG000004808	929	3
4550	MGYG000004809	626	2
4551	MGYG000004810	586	1
4552	MGYG000004811	466	1
4553	MGYG000004812	732	2
4554	MGYG000004813	1007	3
4555	MGYG000004814	439	1
4556	MGYG000004815	1123	4
4557	MGYG000004816	647	2
4558	MGYG000004817	1069	4
4559	MGYG000004818	798	2
4560	MGYG000004819	626	2
4561	MGYG000004820	658	2
4562	MGYG000004821	330	1
4563	MGYG000004822	1074	4
4564	MGYG000004823	1231	4
4565	MGYG000004824	928	3
4566	MGYG000004825	745	2
4567	MGYG000004826	606	1
4568	MGYG000004827	769	2
4569	MGYG000004828	924	3
4570	MGYG000004829	1597	4
4571	MGYG000004830	888	3
4572	MGYG000004831	689	2
4573	MGYG000004832	933	3
4574	MGYG000004833	912	3
4575	MGYG000004834	979	3
4576	MGYG000004835	1382	4
4577	MGYG000004836	1048	4
4578	MGYG000004837	667	2
4579	MGYG000004838	646	2
4580	MGYG000004839	1010	3
4581	MGYG000004840	467	1
4582	MGYG000004841	764	2
4583	MGYG000004842	577	1
4584	MGYG000004843	989	3
4585	MGYG000004844	779	2
4586	MGYG000004845	826	2
4587	MGYG000004846	969	3
4588	MGYG000004847	712	2
4589	MGYG000004848	698	2
4590	MGYG000004849	1075	4
4591	MGYG000004850	706	2
4592	MGYG000004851	1422	4
4593	MGYG000004852	793	2
4594	MGYG000004853	528	1
4595	MGYG000004854	965	3
4596	MGYG000004855	834	3
4597	MGYG000004856	1708	4
4598	MGYG000004857	467	1
4599	MGYG000004858	220	1
4600	MGYG000004859	860	3
4601	MGYG000004860	800	2
4602	MGYG000004861	649	2
4603	MGYG000004862	292	1
4604	MGYG000004863	518	1
4605	MGYG000004864	1242	4
4606	MGYG000004865	1169	4
4607	MGYG000004866	1060	4
4608	MGYG000004867	596	1
4609	MGYG000004868	660	2
4610	MGYG000004869	1496	4
4611	MGYG000004870	494	1
4612	MGYG000004871	744	2
4613	MGYG000004872	1458	4
4614	MGYG000004873	403	1
4615	MGYG000004874	677	2
4616	MGYG000004875	934	3
4617	MGYG000004876	1425	4
4618	MGYG000004877	1158	4
4619	MGYG000004878	1280	4
4620	MGYG000004879	1228	4
4621	MGYG000004880	1051	4
4622	MGYG000004881	753	2
4623	MGYG000004882	444	1
4624	MGYG000004883	724	2
4625	MGYG000004884	1048	4
4626	MGYG000004885	716	2
4627	MGYG000004886	397	1
4628	MGYG000004887	676	2
4629	MGYG000004888	285	1
4630	MGYG000004889	1073	4
4631	MGYG000004890	265	1
4632	MGYG000004891	1046	4
4633	MGYG000004892	635	2
4634	MGYG000004893	750	2
4635	MGYG000004894	466	1
4636	MGYG000004895	877	3
4637	MGYG000004896	2128	4
4638	MGYG000004897	913	3
4639	MGYG000004898	510	1
4640	MGYG000004899	1822	4
4641	MGYG000004900	1167	4
